society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,extra_rooms,floorNum,agePossession,built_up_area,furnishing_type,luxury_score
bestech park view spa next,2.32,sector 67,13151.927437641723,3,4,3+,1,14,Moderately Old,1764.0,2,59
microtek greenburg,1.25,sector 86,9335.324869305452,3,4,3,1,0,Relatively New,1339.0,0,49
ireo the grand arch,2.2,sector 58,15363.128491620111,2,2,1,1,5,Relatively New,1432.0,2,94
paras dews,1.4,sector 106,9120.521172638437,4,6,3+,1,10,Relatively New,1535.0,0,174
paras dews,1.2,sector 106,10480.349344978165,3,3,3,1,12,Relatively New,1145.0,0,158
vatika xpressions,0.92,sector 88b,7076.923076923077,2,2,2,1,3,Relatively New,1300.0,0,174
paras dews,1.25,sector 106,9578.544061302682,3,4,3,2,14,Relatively New,1305.0,0,167
paras dews,1.25,sector 106,10539.629005059021,3,4,3+,2,7,Relatively New,1186.0,0,167
vatika city,1.85,sector 49,12575.452716297788,3,3,1,2,7,Moderately Old,1471.12,0,158
vatika city,1.69,sector 49,7759.412304866851,3,3,3,1,3,Moderately Old,2178.0,0,136
emaar mgf the palm drive,3.5,sector 66,15909.09090909091,3,3,2,1,4,Relatively New,2200.0,0,89
emaar mgf the palm drive,1.51,sector 66,12710.43771043771,2,2,2,1,5,Relatively New,1188.0,2,82
parsvnath green ville,1.86,sector 48,8458.390177353342,3,3,3+,1,6,Moderately Old,2199.0,2,94
experion the heartsong,1.7,sector 108,11331.142645755155,3,4,3+,1,14,Relatively New,1500.29,0,119
experion the heartsong,2.0,sector 108,9451.79584120983,3,3,3+,1,14,Relatively New,2116.0,0,95
godrej summit,1.25,sector 104,7489.514679448772,3,4,3+,2,12,Relatively New,1669.0,0,79
godrej summit,0.98,sector 104,6577.181208053691,3,3,3,1,12,Relatively New,1490.0,0,79
godrej summit,0.85,sector 104,6698.187549251379,2,2,3+,1,10,Relatively New,1269.0,0,79
godrej summit,0.75,sector 104,6533.101045296167,2,2,3,1,6,Relatively New,1148.0,0,79
signature global solera,0.3,sector 107,5514.705882352941,2,2,1,0,5,Relatively New,544.0,0,57
ats kocoon,1.7,sector 109,10967.741935483871,3,3,3,0,22,Relatively New,1550.0,0,74
ats tourmaline,1.4,sector 109,8838.38383838384,3,3,3+,1,12,Relatively New,1584.0,0,65
ireo the corridors,1.7,sector 67a,12630.01485884101,3,3,2,2,10,New Property,1346.0,2,44
shree vardhman flora,0.9,sector 90,5099.150141643059,3,4,3,1,4,Relatively New,1765.0,0,165
shree vardhman flora,1.25,sector 90,4369.101712687871,4,4,3,2,10,Relatively New,2861.0,0,174
shree vardhman flora,0.65,sector 90,5319.148936170212,2,2,3,1,6,Relatively New,1222.0,0,174
shree vardhman flora,0.65,sector 90,5319.148936170212,2,2,3,1,6,Relatively New,1222.0,0,165
shree vardhman flora,0.66,sector 90,5882.35294117647,2,2,3,1,4,Relatively New,1122.0,0,119
hsiidc sidco aravali,0.91,manesar,4789.473684210527,3,3,3+,1,8,Moderately Old,1900.0,0,23
the crew bos chs manesar,0.85,manesar,3325.508607198748,3,3,2,0,2,Moderately Old,2556.0,0,44
nagata group housing society,0.85,sector 1,4084.5747236905336,3,3,3+,1,4,Relatively New,2081.0,0,5
emaar mgf emerald floors premier,2.9,sector 65,13217.866909753875,4,4,0,1,0,Relatively New,2194.0,0,50
emaar mgf emerald floors premier,2.85,sector 65,12989.972652689152,4,4,3,2,3,Relatively New,2194.0,0,28
emaar mgf emerald floors premier,2.24,sector 65,12220.403709765415,3,3,3,2,2,Relatively New,1833.0,0,46
emaar mgf emerald floors premier,2.55,sector 65,17358.747447243022,3,3,3,2,3,Relatively New,1469.0,0,21
emaar mgf emerald floors premier,2.85,sector 65,15833.333333333334,4,4,3,2,2,Relatively New,1800.0,0,21
emaar mgf emerald floors premier,2.5,sector 65,16744.809109176156,3,3,3,2,3,Relatively New,1493.0,0,15
the close north,2.75,sector 50,11458.333333333334,3,3,3,1,3,Moderately Old,2400.0,0,110
unitech the residences,1.35,sector 33,9656.652360515021,3,4,2,1,8,Moderately Old,1398.0,0,49
the close north,2.51,sector 50,13252.37592397043,3,3,3,2,11,Moderately Old,1894.0,2,109
m3m merlin,4.5,sector 67,15767.344078486334,4,4,3+,1,15,Relatively New,2854.0,2,158
the close north,2.5,sector 50,13199.577613516367,3,3,3,1,11,Relatively New,1894.0,2,127
ss the leaf,1.14,sector 85,7681.940700808624,2,2,3,0,4,Relatively New,1484.0,0,109
ss the leaf,1.85,sector 85,7269.155206286837,4,5,3+,0,1,Relatively New,2545.0,0,95
emaar mgf the palm drive,2.8,sector 66,14583.333333333334,3,4,3,1,8,Relatively New,1920.0,2,117
emaar mgf palm studios,1.45,sector 66,13401.109057301293,2,2,3,0,3,Relatively New,1082.0,2,92
mapsko casa bella,0.86,sector 82,6969.205834683955,3,3,3,1,5,Moderately Old,1234.0,2,120
mapsko mount ville,1.28,sector 79,10118.577075098814,3,3,3,1,16,Relatively New,1265.0,2,128
mapsko mount ville,1.2,sector 79,9084.027252081756,3,3,3,1,9,Relatively New,1321.0,2,104
bestech park view ananda,1.15,sector 81,7860.56049213944,3,2,3+,1,6,Relatively New,1463.0,2,104
bestech park view ananda,0.88,sector 81,7195.421095666394,2,2,3,1,8,Relatively New,1223.0,2,95
bestech park view ananda,0.87,sector 81,6692.307692307692,2,2,3,0,8,Relatively New,1300.0,2,95
indiabulls centrum park,2.4,sector 103,9771.98697068404,4,6,3+,1,15,Relatively New,2456.0,0,156
raheja vedaanta,0.85,sector 108,5666.666666666667,3,3,2,1,2,Relatively New,1500.0,0,65
shapoorji pallonji joyville gurugram,1.3,sector 102,12884.04360753221,2,2,3,1,0,Relatively New,1009.0,0,125
dlf the primus,1.85,sector 82a,11091.127098321344,3,3,3+,0,2,Relatively New,1668.0,2,44
shapoorji pallonji joyville gurugram,2.0,sector 102,13736.263736263736,3,3,3+,1,1,Relatively New,1456.0,0,139
pioneer araya,9.95,sector 62,25298.754131706075,4,6,3,2,12,Relatively New,3933.0,2,138
pioneer araya,9.2,sector 62,23791.052495474527,4,6,3,2,5,Relatively New,3867.0,2,156
central park flower valley,1.79,sector 33,11056.20753551575,3,3,3,0,3,Old Property,1619.0,0,71
ats tourmaline,2.1,sector 109,10000.0,3,4,3+,1,11,Relatively New,2100.0,2,165
paras dews,1.14,sector 106,8735.632183908045,3,4,3,2,8,Relatively New,1305.0,0,49
pareena coban residences,1.13,sector 99a,6312.849162011172,3,5,3,2,5,Relatively New,1790.0,0,49
paras dews,1.05,sector 106,7806.691449814127,3,4,3+,1,10,Relatively New,1345.0,0,174
la vida by tata housing,2.78,sector 113,10696.421700654097,3,3,3,2,3,New Property,2599.0,0,174
la vida by tata housing,1.55,sector 113,12147.335423197492,2,2,3,0,2,New Property,1276.0,0,174
la vida by tata housing,1.35,sector 113,12385.321100917432,2,2,3,0,10,New Property,1090.0,0,174
la vida by tata housing,1.38,sector 113,10222.22222222222,2,2,3,1,8,New Property,1350.0,0,174
la vida by tata housing,2.35,sector 113,10633.484162895928,3,3,3,1,11,New Property,2210.0,0,174
shapoorji pallonji joyville gurugram,1.8,sector 102,11757.021554539517,3,3,3,0,1,Relatively New,1531.0,0,141
shapoorji pallonji joyville gurugram,1.24,sector 102,11272.727272727272,2,2,2,0,10,Relatively New,1100.0,0,141
shapoorji pallonji joyville gurugram,0.96,sector 102,11594.202898550724,2,2,2,0,10,Relatively New,828.0,0,132
conscient heritage max,1.82,sector 102,10358.565737051793,3,4,3+,1,15,Moderately Old,1757.0,0,125
conscient heritage max,2.65,sector 102,11466.897446992643,4,5,3+,1,17,Moderately Old,2311.0,0,125
conscient heritage max,2.2,sector 102,11311.053984575836,3,4,3+,2,9,Moderately Old,1945.0,0,125
conscient heritage max,1.78,sector 102,10183.066361556064,3,4,3+,1,5,Moderately Old,1748.0,0,125
sbtl caladium,1.68,sector 109,7294.83282674772,3,3,3+,1,7,Moderately Old,2303.0,0,134
sbtl caladium,1.3,sector 109,7642.5631981187535,3,2,3,0,16,Moderately Old,1701.0,0,134
signature global solera,0.49,sector 107,8193.979933110368,2,2,1,1,8,Relatively New,598.0,1,49
vatika city homes,1.08,sector 83,7026.675341574496,3,3,3,1,6,Relatively New,1537.0,0,111
bestech altura,1.72,sector 79,8390.243902439024,3,4,3,0,9,New Property,2050.0,0,49
ashiana apartment,0.16,sector 23,2266.28895184136,2,2,2,0,1,Moderately Old,706.0,0,0
hcbs sports ville,0.2,sohna road,2691.790040376851,2,2,1,0,4,New Property,743.0,0,15
orchid island,0.71,sector 51,7050.6454816286,2,2,1,0,4,Relatively New,1007.0,0,23
signature global park,0.54,sohna road,5856.832971800434,2,2,1,0,2,Relatively New,922.0,0,16
vipul lavanya,0.65,sector 81,6598.984771573604,2,2,2,0,14,Moderately Old,985.0,0,96
vipul world,1.38,sector 48,8566.108007448789,3,3,1,0,2,Relatively New,1611.0,0,60
signature global the millennia 3,0.45,sector 37d,6859.756097560976,2,3,2,0,8,Under Construction,656.0,0,8
avl 36 gurgaon,0.45,sector 36a,9955.752212389381,1,1,1,0,9,Relatively New,452.0,0,0
vatika lifestyle homes,1.15,sector 83,7241.813602015113,3,2,3,0,15,Relatively New,1588.0,0,37
vatika city,3.6,sector 49,10727.056019070322,4,5,3,2,7,Moderately Old,3356.0,1,15
tarc maceo,0.9,sector 91,7588.532883642496,2,2,2,0,13,Relatively New,1186.0,1,67
kendriya vihar,0.55,sector 56,8112.094395280236,1,2,1,0,0,Old Property,678.0,0,68
m3m sky lofts,0.9,sector 71,13177.159590043924,1,1,0,0,6,New Property,683.0,0,77
lotus homz,0.5,sector 111,13368.98395721925,1,1,1,0,2,Relatively New,374.0,1,72
m3m heights,2.86,sector 65,12615.791795324218,3,3,3,1,45,Under Construction,2267.0,0,48
ansal api sushant estate,0.29,sector 52,10431.654676258993,1,1,0,0,0,Moderately Old,278.0,2,49
satya the hermitage,0.89,sector 103,7080.350039777248,2,3,3,1,1,Relatively New,1257.0,2,75
satya the hermitage,1.12,sector 103,6459.054209919263,3,4,3+,1,9,New Property,1734.0,0,49
gls avenue 51,0.5,sector 92,8635.578583765113,3,3,1,0,0,Relatively New,579.0,0,0
pareena coban residences,1.4,sector 99a,7747.648035417819,3,5,3+,0,6,New Property,1807.0,0,15
dlf regal gardens,2.05,sector 90,10224.438902743143,4,4,3+,0,5,Relatively New,2005.0,2,49
eldeco accolade,0.87,sohna road,7692.307692307692,2,2,3+,1,10,Relatively New,1131.0,0,72
ireo uptown,1.32,sector 66,12595.419847328245,2,2,2,0,6,Relatively New,1048.0,0,45
microtek greenburg,1.3,sector 86,9708.73786407767,2,2,3,1,10,Relatively New,1339.0,0,38
signature global park,0.95,sohna road,7851.239669421488,3,2,3+,0,3,New Property,1210.0,0,85
gls avenue 51,0.42,sector 92,5907.172995780591,3,3,1,0,2,Relatively New,711.0,0,20
orris carnation residency,0.88,sector 85,6547.619047619048,3,3,1,0,1,Relatively New,1344.0,0,65
awho sispal vihar,2.0,sector 49,8025.6821829855535,4,3,3+,0,4,Old Property,2492.0,0,65
suncity heights,3.85,sector 54,18168.94761680038,3,3,3+,1,8,Old Property,2119.0,0,67
la vida by tata housing,3.72,sector 113,12584.573748308525,5,4,3+,1,0,New Property,2956.0,1,44
signature global city,0.68,sector 37d,10559.006211180125,2,2,3,1,9,New Property,644.0,0,58
godrej nature plus,1.31,sector 33,15975.609756097561,2,2,2,0,4,Under Construction,820.0,0,92
godrej nature plus,1.65,sector 33,7439.134355275022,3,3,3,1,2,Under Construction,2218.0,0,37
emaar mgf palm hills,1.9,sector 77,12010.113780025284,3,4,3+,1,6,New Property,1582.0,2,42
tarc maceo,1.8,sector 91,6982.156710628394,4,3,3+,2,0,Relatively New,2578.0,1,45
rof aalayas,0.45,sector 102,7922.5352112676055,2,2,1,0,14,Relatively New,568.0,1,57
green homes,1.85,sector 52,8697.696285848613,3,3,3,1,7,Moderately Old,2127.0,2,28
awho shanti vihar,0.8,sector 95,11220.196353436186,2,2,3,1,9,New Property,713.0,0,67
ansal api esencia,1.0,sector 67,7112.375533428165,3,3,3+,0,2,Moderately Old,1406.0,0,9
dron apartment,1.25,civil l,7921.419518377693,3,3,2,0,3,Old Property,1578.0,1,75
spaze privy at,1.2,sector 84,8236.101578586136,2,2,3,1,3,Relatively New,1457.0,2,133
signature global park,0.85,sohna road,7870.37037037037,3,2,2,0,4,New Property,1080.0,0,23
breez global hill view,0.35,sohna road,5043.227665706052,2,2,2,0,14,Relatively New,694.0,0,98
godrej oasis,1.15,sector 88a,9854.32733504713,2,2,1,1,12,New Property,1167.0,0,79
sare crescent parc,1.0,sector 92,4777.830864787386,4,4,3,0,9,Relatively New,2093.0,0,0
tarc maceo,0.96,sector 91,7553.1077891424075,2,2,3+,0,8,Moderately Old,1271.0,2,85
dlf new town heights,1.3,sector 86,7441.327990841442,3,3,3,2,12,Moderately Old,1747.0,0,106
rose apartment,3.0,sector 28,11583.011583011583,3,5,3+,0,8,Old Property,2590.0,0,0
m3m soulitude,1.3,sector 89,11026.29346904156,3,3,2,1,1,New Property,1179.0,0,45
the rama apartment cghs,2.5,sector 43,9184.423218221895,4,4,3+,1,4,Moderately Old,2722.0,2,26
emaar palm heights,2.25,sector 77,12430.939226519336,3,3,3,1,22,New Property,1810.0,2,42
bestech park view ananda,1.45,sector 81,10724.852071005917,3,2,3+,1,3,Relatively New,1352.0,0,45
godrej aria,1.45,sector 79,9705.488621151271,2,2,3+,1,9,Relatively New,1494.0,0,113
whiteland blissville,1.9,sector 76,12557.83212161269,3,3,2,0,0,Under Construction,1513.0,0,61
gls avenue 51,0.5,sector 92,7032.348804500703,3,3,1,0,12,New Property,711.0,1,95
m3m the marina,1.45,sector 68,10622.710622710623,3,2,3+,0,9,New Property,1365.0,0,0
smart world gems,1.05,sector 89,9519.492293744333,2,2,2,2,4,Under Construction,1103.0,0,38
bptp freedom park life,5.5,sector 57,10978.043912175648,5,6,3+,2,19,Moderately Old,5010.0,2,153
sidhartha ncr one,0.56,sector 95,4105.571847507332,2,2,2,0,10,New Property,1364.0,0,0
sidhartha ncr one,0.57,sector 95,4178.885630498533,2,2,2,0,10,New Property,1364.0,0,0
ats triumph,2.3,sector 104,9040.880503144654,3,4,3+,1,15,New Property,2544.0,0,117
shree vardhman victoria,1.75,sector 70,11460.379829731499,3,5,3,2,7,New Property,1527.0,0,37
emaar gurgaon greens,1.6,sector 102,12167.300380228136,3,3,3,0,8,Relatively New,1315.0,0,46
emaar digihomes,3.95,sector 62,13734.353268428373,3,3,3,1,33,New Property,2876.0,2,49
apex our homes,0.38,sector 37c,4108.108108108108,2,2,1,0,9,Relatively New,925.0,0,65
signature the roselia,0.41,sector 95,6119.4029850746265,2,2,2,1,12,New Property,670.0,2,90
sare crescent parc royal greens phase 1,1.0,sector 92,5470.459518599562,4,4,3,0,15,New Property,1828.0,0,31
signature global the millennia 3,0.5,sector 37d,6426.735218508998,3,3,2,0,2,Under Construction,778.0,0,31
sare crescent parc,0.8,sector 92,5431.093007467753,3,2,2,0,3,Relatively New,1473.0,0,15
imperia the esfera,0.86,sector 37c,5398.618957940992,3,3,2,1,0,New Property,1593.0,0,35
ansal heights 86,1.25,sector 86,8175.277959450621,3,2,1,0,2,New Property,1529.0,0,100
m3m golfestate,5.9,sector 65,19388.76109102859,3,3,3,1,9,Moderately Old,3043.0,1,21
raheja teachers apartments,1.2,sector 31,8275.862068965518,3,2,2,1,1,Moderately Old,1450.0,1,105
eldeco accolade,0.95,sohna road,8399.646330680813,2,2,3,1,8,Under Construction,1131.0,0,42
emaar mgf the palm drive,2.8,sector 66,14583.333333333334,3,3,2,3,12,New Property,1920.0,1,69
gls arawali homes,0.28,sohna road,4761.904761904762,2,2,2,0,12,New Property,588.0,0,0
shapoorji pallonji joyville gurugram,2.03,sector 102,15183.246073298427,3,3,2,0,1,New Property,1337.0,0,67
laxmi pareena,0.3,sector 99a,6000.0,2,1,0,0,12,New Property,500.0,0,0
the new crpf apartments,0.75,sector 9a,5233.7752965806,3,3,3,1,6,Old Property,1433.0,0,31
bptp astaire gardens,1.7,sector 70a,8053.055423969683,4,3,3,0,1,Relatively New,2111.0,2,49
experion windchants,3.1,sector 112,18596.280743851228,2,2,3,3,9,Relatively New,1667.0,2,80
pivotal riddhi siddhi,0.4,sector 99,5457.025920873124,2,2,2,0,9,New Property,733.0,0,60
godrej habitat,1.3,sector 3,8104.738154613467,2,2,2,0,6,Under Construction,1604.0,0,36
gls arawali homes,0.26,sohna road,4062.5,2,2,2,0,5,New Property,640.0,0,78
mvn athens,0.24,sohna road,4651.162790697675,2,2,1,0,12,Relatively New,516.0,0,38
shree vardhman mantra,0.56,sector 67,6299.212598425198,2,2,1,0,8,New Property,889.0,0,65
raheja atlantis,5.5,sector 31,20653.398422831393,4,5,3+,3,1,Relatively New,2663.0,0,81
dlf new town heights,1.8,sector 91,6912.442396313364,4,4,3+,2,6,Moderately Old,2604.0,0,81
dlf the skycourt,1.6,sector 86,9163.802978235968,3,3,1,1,14,Relatively New,1746.0,0,72
tashee capital gateway,0.96,sector 111,7174.8878923766815,2,2,1,1,4,Under Construction,1338.0,0,53
raheja atharva,0.79,sector 109,6512.77823577906,3,2,2,0,3,Relatively New,1213.0,2,44
builder floor,0.6,lajpat nagar,6315.789473684211,3,2,1,0,3,New Property,950.0,0,0
breez global heights,0.42,sohna road,7446.808510638298,2,2,2,0,2,New Property,564.0,0,73
adani brahma samsara vilasa,3.35,sector 63,18196.63226507333,3,3,3+,0,3,New Property,1841.0,2,16
central park 2 bellevue,5.0,sector 48,10464.629552113855,3,4,3,0,14,Moderately Old,4778.0,0,82
tulip orange,1.0,sector 70,9276.437847866418,3,2,2,0,3,Moderately Old,1078.0,0,58
central park 2 bellevue,2.75,sector 48,10683.760683760684,3,4,3+,0,3,Moderately Old,2574.0,0,32
sobha city,2.4,sector 108,19200.0,2,2,2,0,14,New Property,1250.0,2,113
birla navya,3.15,sector 63a,14630.747793776127,3,3,3,1,4,Under Construction,2153.0,0,44
ashiana mulberry,0.95,sohna road,8078.437375103106,2,2,3+,1,3,New Property,1175.97,0,89
godrej nature plus,1.4,sector 33,15118.790496760259,3,2,3+,0,20,New Property,926.0,0,70
central park flower valley,2.15,sector 33,14940.931202223766,3,3,3+,0,1,New Property,1439.0,0,31
tarc maceo,1.8,sector 91,6982.156710628394,3,3,3+,1,0,Relatively New,2578.0,1,45
pareena laxmi apartments,0.31,sector 99a,5317.324185248714,2,2,2,0,6,New Property,583.0,0,74
signature global city 37d ph 2,1.07,sector 37d,7379.310344827586,3,3,2,0,2,Under Construction,1450.0,0,86
raheja vedaanta,0.7,sector 108,4651.162790697675,2,2,2,0,12,Relatively New,1505.0,0,0
eldeco accolade,1.1,sohna road,8339.651250947687,3,2,3,0,13,Relatively New,1319.0,0,56
woodstock floors,1.05,sector 50,9562.841530054644,2,2,2,0,2,Moderately Old,1098.0,0,53
mvn athens,0.25,sohna road,3671.071953010279,2,2,1,0,11,Relatively New,681.0,2,67
adani aangan galleria,0.42,sector 89,5461.638491547465,2,2,2,0,3,Relatively New,769.0,0,0
birla navya,2.1,sector 63a,15000.0,2,2,2,0,2,Under Construction,1400.0,0,38
ramsons kshitij,0.19,sector 95,532.3620061641916,1,1,1,0,14,Relatively New,3569.0,0,49
the arzoo cghs,2.1,sector 51,9130.434782608696,4,4,3,0,1,Relatively New,2300.0,0,58
sare crescent parc,1.44,sector 92,6352.0070577856195,4,4,3,0,8,Relatively New,2267.0,0,37
sare crescent parc,0.71,sector 92,4448.621553884712,3,3,2,0,6,Relatively New,1596.0,0,37
breez global heights,0.21,sohna road,4794.520547945205,1,1,1,0,2,Relatively New,438.0,0,21
shapoorji pallonji joyville gurugram,2.5,sector 102,15124.01693889897,3,3,3,0,15,Under Construction,1653.0,0,151
signature the roselia,0.41,sector 95,6119.4029850746265,2,2,2,0,12,New Property,670.0,2,93
sare homes,0.56,sector 92,4255.319148936171,3,1,3,0,1,Moderately Old,1316.0,2,75
hcbs sports ville,0.35,sector 2,4375.0,2,2,2,0,8,Relatively New,800.0,0,37
hsiidc sidco aravali,0.9,manesar,4736.8421052631575,3,3,3,1,2,Old Property,1900.0,1,21
bestech park view ananda,1.35,sector 81,6787.330316742082,3,3,3+,0,8,Old Property,1989.0,0,114
smartworld one dxp,2.0,sector 113,11074.197120708748,3,3,3,0,12,New Property,1806.0,0,70
tulip lemon,0.6,sector 69,10273.972602739726,2,1,1,0,11,Relatively New,584.0,0,0
raheja vedaanta,1.0,sector 108,4854.368932038835,2,2,2,0,0,Relatively New,2060.0,0,0
sare crescent parc,0.87,sector 92,5492.424242424242,4,4,2,1,2,Moderately Old,1584.0,1,115
paras irene,1.3,sector 70a,9116.409537166901,2,2,3,0,19,Moderately Old,1426.0,2,49
signature the roselia,0.48,sector 95,6451.612903225807,2,2,2,0,6,Relatively New,744.0,0,16
m3m woodshire,0.94,sector 107,7605.177993527508,2,2,3+,0,1,Moderately Old,1236.0,2,113
unitech sunbreeze,0.75,sector 69,7568.113017154389,2,2,2,0,4,Under Construction,991.0,0,0
signature andour heights,0.65,sector 71,11016.949152542373,2,2,1,0,10,Relatively New,590.0,2,23
central park flower valley aqua front towers,1.7,sector 33,10017.678255745433,3,3,3+,0,5,New Property,1697.0,2,44
rwa,0.48,sector 7,5399.325084364455,3,2,1,0,1,New Property,889.0,0,21
radhakrishna society,0.55,sector 23,5527.638190954774,2,2,1,0,1,Moderately Old,995.0,2,29
aipl joy square,0.7,sector 63a,10101.0101010101,1,1,0,0,7,Under Construction,693.0,0,0
signature global city 63a,1.55,sector 63a,13281.919451585261,2,2,2,0,2,Under Construction,1167.0,0,0
housing board colony,0.3,sector 51,6535.9477124183,1,1,2,0,0,Old Property,459.0,0,0
vatika gurgaon,0.87,sector 83,7719.609582963621,2,2,2,0,3,Moderately Old,1127.0,0,35
today callidora,1.0,sector 73,6925.207756232687,2,2,2,0,13,New Property,1444.0,0,0
ireo the corridors,1.3,sector 67a,10030.864197530864,2,2,2,0,1,New Property,1296.0,0,55
dlf 76,4.0,sector 76,10285.420416559527,4,4,2,2,4,Under Construction,3889.0,2,101
ats marigold,1.85,sector 89,9506.680369989723,3,3,3+,1,12,New Property,1946.0,0,37
shree vardhman victoria,1.75,sector 70,8974.358974358975,3,5,0,0,0,Relatively New,1950.0,0,47
parsvnath exotica,4.8,sector 53,16580.310880829016,3,4,3+,0,12,New Property,2895.0,0,69
godrej nature plus,1.3,sector 33,9226.4017033357,3,2,3+,0,18,New Property,1409.0,0,38
imperia the esfera,0.9,sector 37c,6271.777003484321,3,3,3,0,9,Relatively New,1435.0,0,66
