price,sector,built_up_area,bedRoom,bathroom,balcony,extra_rooms,agePossession,furnishing_type,luxury_category,floor_category
0.73,sector 84,1026.0,2,2,3+,3,Relatively New,0,High,Mid Floor
1.26,sector 86,1747.0,3,3,3,2,Moderately Old,0,Medium,Mid Floor
1.25,sector 90,1929.0,3,3,3+,2,Relatively New,0,Medium,Mid Floor
1.88,sector 90,2726.0,4,4,3+,2,Relatively New,0,Medium,High Floor
1.3,sector 90,1929.0,3,3,3+,2,Relatively New,2,Medium,Mid Floor
0.44,sector 86,668.0,2,2,2,0,Relatively New,2,Medium,Mid Floor
0.84,sector 84,1561.0,3,3,3+,1,New Property,0,Medium,Mid Floor
0.79,sector 84,1561.0,3,3,3+,0,New Property,0,Low,Mid Floor
1.38,sector 82,2294.0,4,5,3+,1,Relatively New,0,Medium,High Floor
2.6,sector 108,1548.0,3,3,2,0,New Property,0,Low,High Floor
1.7,sector 69,1819.0,4,4,2,0,Relatively New,0,Medium,Mid Floor
1.7,sector 69,1819.0,4,4,2,0,New Property,0,Medium,Mid Floor
1.4,sector 69,1428.0,3,3,2,1,Relatively New,0,Medium,Mid Floor
1.68,sector 69,1819.0,4,4,2,0,Relatively New,0,Medium,Mid Floor
1.7,sector 69,1819.0,4,4,2,0,Relatively New,0,Medium,Low Floor
1.4,sector 69,1428.0,3,3,2,0,Relatively New,0,Medium,Low Floor
1.2,sector 37d,1000.0,3,3,3,1,Relatively New,0,Medium,Mid Floor
0.96,sector 79,1012.0,2,2,3,0,Relatively New,0,Low,Mid Floor
1.3,sector 86,944.0,2,3,3,1,Relatively New,2,Low,Mid Floor
1.6,sector 92,1765.0,3,3,3,1,Relatively New,2,Medium,Mid Floor
1.93,sector 86,2068.0,3,4,3,1,Relatively New,0,Medium,High Floor
1.42,sector 92,1738.0,3,3,2,0,Relatively New,0,Medium,Mid Floor
2.2,sector 81,1900.0,3,4,3+,1,Relatively New,1,Low,High Floor
1.35,sector 86,1746.0,3,3,1,0,Relatively New,0,Medium,Mid Floor
1.65,sector 86,1715.0,3,4,3,1,Relatively New,0,Medium,Mid Floor
1.42,sector 48,1493.0,3,3,3,1,Moderately Old,1,High,Low Floor
1.1,sector 106,1186.0,3,4,3+,1,Relatively New,2,High,Mid Floor
1.23,sector 99a,1807.0,3,5,3,1,Relatively New,0,Medium,Mid Floor
1.5,sector 92,1738.0,3,3,3,1,Relatively New,0,Low,Mid Floor
0.65,sector 90,1176.0,2,2,2,1,Old Property,0,Medium,High Floor
0.64,sector 90,1199.0,2,2,3,1,Old Property,0,Medium,Mid Floor
1.65,sector 37d,1699.0,3,3,2,0,Relatively New,0,Medium,High Floor
1.17,sector 37d,1276.0,2,2,2,0,Relatively New,0,Medium,Low Floor
1.45,sector 37d,1639.0,3,3,3,0,Relatively New,0,Medium,Mid Floor
1.95,sector 102,1616.0,3,3,3,1,New Property,2,High,Mid Floor
4.2,sector 81,3512.0,4,4,3+,1,Relatively New,2,Medium,High Floor
1.55,sector 92,1805.0,3,4,3,1,Relatively New,0,Low,Mid Floor
1.58,sector 85,2227.0,3,4,3,1,Relatively New,0,High,Mid Floor
2.32,sector 67,1764.0,3,4,3+,1,Moderately Old,2,Medium,High Floor
1.25,sector 86,1339.0,3,4,3,1,Relatively New,0,Low,Low Floor
2.2,sector 58,1432.0,2,2,1,1,Relatively New,2,Medium,Mid Floor
1.4,sector 106,1535.0,4,6,3+,1,Relatively New,0,High,Mid Floor
1.2,sector 106,1145.0,3,3,3,1,Relatively New,0,High,High Floor
0.92,sector 88b,1300.0,2,2,2,1,Relatively New,0,High,Mid Floor
1.25,sector 106,1305.0,3,4,3,2,Relatively New,0,High,High Floor
1.25,sector 106,1186.0,3,4,3+,2,Relatively New,0,High,Mid Floor
1.85,sector 49,1471.12,3,3,1,2,Moderately Old,0,High,Mid Floor
1.69,sector 49,2178.0,3,3,3,1,Moderately Old,0,Medium,Mid Floor
3.5,sector 66,2200.0,3,3,2,1,Relatively New,0,Medium,Mid Floor
1.51,sector 66,1188.0,2,2,2,1,Relatively New,2,Medium,Mid Floor
1.86,sector 48,2199.0,3,3,3+,1,Moderately Old,2,Medium,Mid Floor
1.7,sector 108,1500.29,3,4,3+,1,Relatively New,0,Medium,High Floor
2.0,sector 108,2116.0,3,3,3+,1,Relatively New,0,Medium,High Floor
1.25,sector 104,1669.0,3,4,3+,2,Relatively New,0,Medium,High Floor
0.98,sector 104,1490.0,3,3,3,1,Relatively New,0,Medium,High Floor
0.85,sector 104,1269.0,2,2,3+,1,Relatively New,0,Medium,Mid Floor
0.75,sector 104,1148.0,2,2,3,1,Relatively New,0,Medium,Mid Floor
0.3,sector 107,544.0,2,2,1,0,Relatively New,0,Medium,Mid Floor
1.7,sector 109,1550.0,3,3,3,0,Relatively New,0,Medium,High Floor
1.4,sector 109,1584.0,3,3,3+,1,Relatively New,0,Medium,High Floor
1.7,sector 67a,1346.0,3,3,2,2,New Property,2,Low,Mid Floor
0.9,sector 90,1765.0,3,4,3,1,Relatively New,0,High,Mid Floor
1.25,sector 90,2861.0,4,4,3,2,Relatively New,0,High,Mid Floor
0.65,sector 90,1222.0,2,2,3,1,Relatively New,0,High,Mid Floor
0.65,sector 90,1222.0,2,2,3,1,Relatively New,0,High,Mid Floor
0.66,sector 90,1122.0,2,2,3,1,Relatively New,0,Medium,Mid Floor
0.91,manesar,1900.0,3,3,3+,1,Moderately Old,0,Low,Mid Floor
0.85,manesar,2556.0,3,3,2,0,Moderately Old,0,Low,Low Floor
0.85,sector 1,2081.0,3,3,3+,1,Relatively New,0,Low,Mid Floor
2.9,sector 65,2194.0,4,4,0,1,Relatively New,0,Medium,Low Floor
2.85,sector 65,2194.0,4,4,3,2,Relatively New,0,Low,Mid Floor
2.24,sector 65,1833.0,3,3,3,2,Relatively New,0,Low,Low Floor
2.55,sector 65,1469.0,3,3,3,2,Relatively New,0,Low,Mid Floor
2.85,sector 65,1800.0,4,4,3,2,Relatively New,0,Low,Low Floor
2.5,sector 65,1493.0,3,3,3,2,Relatively New,0,Low,Mid Floor
2.75,sector 50,2400.0,3,3,3,1,Moderately Old,0,Medium,Mid Floor
1.35,sector 33,1398.0,3,4,2,1,Moderately Old,0,Low,Mid Floor
2.51,sector 50,1894.0,3,3,3,2,Moderately Old,2,Medium,High Floor
4.5,sector 67,2854.0,4,4,3+,1,Relatively New,2,High,High Floor
2.5,sector 50,1894.0,3,3,3,1,Relatively New,2,Medium,High Floor
1.14,sector 85,1484.0,2,2,3,0,Relatively New,0,Medium,Mid Floor
1.85,sector 85,2545.0,4,5,3+,0,Relatively New,0,Medium,Low Floor
2.8,sector 66,1920.0,3,4,3,1,Relatively New,2,Medium,Mid Floor
1.45,sector 66,1082.0,2,2,3,0,Relatively New,2,Medium,Mid Floor
0.86,sector 82,1234.0,3,3,3,1,Moderately Old,2,Medium,Mid Floor
1.28,sector 79,1265.0,3,3,3,1,Relatively New,2,Medium,High Floor
1.2,sector 79,1321.0,3,3,3,1,Relatively New,2,Medium,Mid Floor
1.15,sector 81,1463.0,3,2,3+,1,Relatively New,2,Medium,Mid Floor
0.88,sector 81,1223.0,2,2,3,1,Relatively New,2,Medium,Mid Floor
0.87,sector 81,1300.0,2,2,3,0,Relatively New,2,Medium,Mid Floor
2.4,sector 103,2456.0,4,6,3+,1,Relatively New,0,High,High Floor
0.85,sector 108,1500.0,3,3,2,1,Relatively New,0,Medium,Low Floor
1.3,sector 102,1009.0,2,2,3,1,Relatively New,0,Medium,Low Floor
1.85,sector 82a,1668.0,3,3,3+,0,Relatively New,2,Low,Low Floor
2.0,sector 102,1456.0,3,3,3+,1,Relatively New,0,Medium,Low Floor
9.95,sector 62,3933.0,4,6,3,2,Relatively New,2,Medium,High Floor
9.2,sector 62,3867.0,4,6,3,2,Relatively New,2,High,Mid Floor
1.79,sector 33,1619.0,3,3,3,0,Old Property,0,Medium,Mid Floor
2.1,sector 109,2100.0,3,4,3+,1,Relatively New,2,High,High Floor
1.14,sector 106,1305.0,3,4,3,2,Relatively New,0,Low,Mid Floor
1.13,sector 99a,1790.0,3,5,3,2,Relatively New,0,Low,Mid Floor
1.05,sector 106,1345.0,3,4,3+,1,Relatively New,0,High,Mid Floor
2.78,sector 113,2599.0,3,3,3,2,New Property,0,High,Mid Floor
1.55,sector 113,1276.0,2,2,3,0,New Property,0,High,Low Floor
1.35,sector 113,1090.0,2,2,3,0,New Property,0,High,Mid Floor
1.38,sector 113,1350.0,2,2,3,1,New Property,0,High,Mid Floor
2.35,sector 113,2210.0,3,3,3,1,New Property,0,High,High Floor
1.8,sector 102,1531.0,3,3,3,0,Relatively New,0,Medium,Low Floor
1.24,sector 102,1100.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
0.96,sector 102,828.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
1.82,sector 102,1757.0,3,4,3+,1,Moderately Old,0,Medium,High Floor
2.65,sector 102,2311.0,4,5,3+,1,Moderately Old,0,Medium,High Floor
2.2,sector 102,1945.0,3,4,3+,2,Moderately Old,0,Medium,Mid Floor
1.78,sector 102,1748.0,3,4,3+,1,Moderately Old,0,Medium,Mid Floor
1.68,sector 109,2303.0,3,3,3+,1,Moderately Old,0,Medium,Mid Floor
1.3,sector 109,1701.0,3,2,3,0,Moderately Old,0,Medium,High Floor
0.49,sector 107,598.0,2,2,1,1,Relatively New,1,Low,Mid Floor
1.08,sector 83,1537.0,3,3,3,1,Relatively New,0,Medium,Mid Floor
1.72,sector 79,2050.0,3,4,3,0,New Property,0,Low,Mid Floor
0.16,sector 23,706.0,2,2,2,0,Moderately Old,0,Low,Low Floor
0.2,sohna road,743.0,2,2,1,0,New Property,0,Low,Mid Floor
0.71,sector 51,1007.0,2,2,1,0,Relatively New,0,Low,Mid Floor
0.54,sohna road,922.0,2,2,1,0,Relatively New,0,Low,Low Floor
0.65,sector 81,985.0,2,2,2,0,Moderately Old,0,Medium,High Floor
1.38,sector 48,1611.0,3,3,1,0,Relatively New,0,Medium,Low Floor
0.45,sector 37d,656.0,2,3,2,0,Under Construction,0,Low,Mid Floor
0.45,sector 36a,452.0,1,1,1,0,Relatively New,0,Low,Mid Floor
1.15,sector 83,1588.0,3,2,3,0,Relatively New,0,Low,High Floor
3.6,sector 49,3356.0,4,5,3,2,Moderately Old,1,Low,Mid Floor
0.9,sector 91,1186.0,2,2,2,0,Relatively New,1,Medium,High Floor
0.55,sector 56,678.0,1,2,1,0,Old Property,0,Medium,Low Floor
0.9,sector 71,683.0,1,1,0,0,New Property,0,Medium,Mid Floor
0.5,sector 111,374.0,1,1,1,0,Relatively New,1,Medium,Low Floor
2.86,sector 65,2267.0,3,3,3,1,Under Construction,0,Low,High Floor
0.29,sector 52,278.0,1,1,0,0,Moderately Old,2,Low,Low Floor
0.89,sector 103,1257.0,2,3,3,1,Relatively New,2,Medium,Low Floor
1.12,sector 103,1734.0,3,4,3+,1,New Property,0,Low,Mid Floor
0.5,sector 92,579.0,3,3,1,0,Relatively New,0,Low,Low Floor
1.4,sector 99a,1807.0,3,5,3+,0,New Property,0,Low,Mid Floor
2.05,sector 90,2005.0,4,4,3+,0,Relatively New,2,Low,Mid Floor
0.87,sohna road,1131.0,2,2,3+,1,Relatively New,0,Medium,Mid Floor
1.32,sector 66,1048.0,2,2,2,0,Relatively New,0,Low,Mid Floor
1.3,sector 86,1339.0,2,2,3,1,Relatively New,0,Low,Mid Floor
0.95,sohna road,1210.0,3,2,3+,0,New Property,0,Medium,Mid Floor
0.42,sector 92,711.0,3,3,1,0,Relatively New,0,Low,Low Floor
0.88,sector 85,1344.0,3,3,1,0,Relatively New,0,Medium,Low Floor
2.0,sector 49,2492.0,4,3,3+,0,Old Property,0,Medium,Mid Floor
3.85,sector 54,2119.0,3,3,3+,1,Old Property,0,Medium,Mid Floor
3.72,sector 113,2956.0,5,4,3+,1,New Property,1,Low,Low Floor
0.68,sector 37d,644.0,2,2,3,1,New Property,0,Medium,Mid Floor
1.31,sector 33,820.0,2,2,2,0,Under Construction,0,Medium,Mid Floor
1.65,sector 33,2218.0,3,3,3,1,Under Construction,0,Low,Low Floor
1.9,sector 77,1582.0,3,4,3+,1,New Property,2,Low,Mid Floor
1.8,sector 91,2578.0,4,3,3+,2,Relatively New,1,Low,Low Floor
0.45,sector 102,568.0,2,2,1,0,Relatively New,1,Medium,High Floor
1.85,sector 52,2127.0,3,3,3,1,Moderately Old,2,Low,Mid Floor
0.8,sector 95,713.0,2,2,3,1,New Property,0,Medium,Mid Floor
1.0,sector 67,1406.0,3,3,3+,0,Moderately Old,0,Low,Low Floor
1.25,civil l,1578.0,3,3,2,0,Old Property,1,Medium,Mid Floor
1.2,sector 84,1457.0,2,2,3,1,Relatively New,2,Medium,Mid Floor
0.85,sohna road,1080.0,3,2,2,0,New Property,0,Low,Mid Floor
0.35,sohna road,694.0,2,2,2,0,Relatively New,0,Medium,High Floor
1.15,sector 88a,1167.0,2,2,1,1,New Property,0,Medium,High Floor
1.0,sector 92,2093.0,4,4,3,0,Relatively New,0,Low,Mid Floor
0.96,sector 91,1271.0,2,2,3+,0,Moderately Old,2,Medium,Mid Floor
1.3,sector 86,1747.0,3,3,3,2,Moderately Old,0,Medium,High Floor
3.0,sector 28,2590.0,3,5,3+,0,Old Property,0,Low,Mid Floor
1.3,sector 89,1179.0,3,3,2,1,New Property,0,Low,Low Floor
2.5,sector 43,2722.0,4,4,3+,1,Moderately Old,2,Low,Mid Floor
2.25,sector 77,1810.0,3,3,3,1,New Property,2,Low,High Floor
1.45,sector 81,1352.0,3,2,3+,1,Relatively New,0,Low,Mid Floor
1.45,sector 79,1494.0,2,2,3+,1,Relatively New,0,Medium,Mid Floor
1.9,sector 76,1513.0,3,3,2,0,Under Construction,0,Medium,Low Floor
0.5,sector 92,711.0,3,3,1,0,New Property,1,Medium,High Floor
1.45,sector 68,1365.0,3,2,3+,0,New Property,0,Low,Mid Floor
1.05,sector 89,1103.0,2,2,2,2,Under Construction,0,Low,Mid Floor
5.5,sector 57,5010.0,5,6,3+,2,Moderately Old,2,High,High Floor
0.56,sector 95,1364.0,2,2,2,0,New Property,0,Low,Mid Floor
0.57,sector 95,1364.0,2,2,2,0,New Property,0,Low,Mid Floor
2.3,sector 104,2544.0,3,4,3+,1,New Property,0,Medium,High Floor
1.75,sector 70,1527.0,3,5,3,2,New Property,0,Low,Mid Floor
1.6,sector 102,1315.0,3,3,3,0,Relatively New,0,Low,Mid Floor
3.95,sector 62,2876.0,3,3,3,1,New Property,2,Low,High Floor
0.38,sector 37c,925.0,2,2,1,0,Relatively New,0,Medium,Mid Floor
0.41,sector 95,670.0,2,2,2,1,New Property,2,Medium,High Floor
1.0,sector 92,1828.0,4,4,3,0,New Property,0,Low,High Floor
0.5,sector 37d,778.0,3,3,2,0,Under Construction,0,Low,Low Floor
0.8,sector 92,1473.0,3,2,2,0,Relatively New,0,Low,Mid Floor
0.86,sector 37c,1593.0,3,3,2,1,New Property,0,Low,Low Floor
1.25,sector 86,1529.0,3,2,1,0,New Property,0,Medium,Low Floor
5.9,sector 65,3043.0,3,3,3,1,Moderately Old,1,Low,Mid Floor
1.2,sector 31,1450.0,3,2,2,1,Moderately Old,1,Medium,Low Floor
0.95,sohna road,1131.0,2,2,3,1,Under Construction,0,Low,Mid Floor
2.8,sector 66,1920.0,3,3,2,3,New Property,1,Medium,High Floor
0.28,sohna road,588.0,2,2,2,0,New Property,0,Low,High Floor
2.03,sector 102,1337.0,3,3,2,0,New Property,0,Medium,Low Floor
0.3,sector 99a,500.0,2,1,0,0,New Property,0,Low,High Floor
0.75,sector 9a,1433.0,3,3,3,1,Old Property,0,Low,Mid Floor
1.7,sector 70a,2111.0,4,3,3,0,Relatively New,2,Low,Low Floor
3.1,sector 112,1667.0,2,2,3,3,Relatively New,2,Medium,Mid Floor
0.4,sector 99,733.0,2,2,2,0,New Property,0,Medium,Mid Floor
1.3,sector 3,1604.0,2,2,2,0,Under Construction,0,Low,Mid Floor
0.26,sohna road,640.0,2,2,2,0,New Property,0,Medium,Mid Floor
0.24,sohna road,516.0,2,2,1,0,Relatively New,0,Low,High Floor
0.56,sector 67,889.0,2,2,1,0,New Property,0,Medium,Mid Floor
5.5,sector 31,2663.0,4,5,3+,3,Relatively New,0,Medium,Low Floor
1.8,sector 91,2604.0,4,4,3+,2,Moderately Old,0,Medium,Mid Floor
1.6,sector 86,1746.0,3,3,1,1,Relatively New,0,Medium,High Floor
0.96,sector 111,1338.0,2,2,1,1,Under Construction,0,Medium,Mid Floor
0.79,sector 109,1213.0,3,2,2,0,Relatively New,2,Low,Mid Floor
0.6,lajpat nagar,950.0,3,2,1,0,New Property,0,Low,Mid Floor
0.42,sohna road,564.0,2,2,2,0,New Property,0,Medium,Low Floor
3.35,sector 63,1841.0,3,3,3+,0,New Property,2,Low,Mid Floor
5.0,sector 48,4778.0,3,4,3,0,Moderately Old,0,Medium,High Floor
1.0,sector 70,1078.0,3,2,2,0,Moderately Old,0,Medium,Mid Floor
2.75,sector 48,2574.0,3,4,3+,0,Moderately Old,0,Low,Mid Floor
2.4,sector 108,1250.0,2,2,2,0,New Property,2,Medium,High Floor
3.15,sector 63a,2153.0,3,3,3,1,Under Construction,0,Low,Mid Floor
0.95,sohna road,1175.97,2,2,3+,1,New Property,0,Medium,Mid Floor
1.4,sector 33,926.0,3,2,3+,0,New Property,0,Medium,High Floor
2.15,sector 33,1439.0,3,3,3+,0,New Property,0,Low,Low Floor
1.8,sector 91,2578.0,3,3,3+,1,Relatively New,1,Low,Low Floor
0.31,sector 99a,583.0,2,2,2,0,New Property,0,Medium,Mid Floor
1.07,sector 37d,1450.0,3,3,2,0,Under Construction,0,Medium,Low Floor
0.7,sector 108,1505.0,2,2,2,0,Relatively New,0,Low,High Floor
1.1,sohna road,1319.0,3,2,3,0,Relatively New,0,Medium,High Floor
1.05,sector 50,1098.0,2,2,2,0,Moderately Old,0,Medium,Low Floor
0.25,sohna road,681.0,2,2,1,0,Relatively New,2,Medium,High Floor
0.42,sector 89,769.0,2,2,2,0,Relatively New,0,Low,Mid Floor
2.1,sector 63a,1400.0,2,2,2,0,Under Construction,0,Low,Low Floor
0.19,sector 95,3569.0,1,1,1,0,Relatively New,0,Low,High Floor
2.1,sector 51,2300.0,4,4,3,0,Relatively New,0,Medium,Low Floor
1.44,sector 92,2267.0,4,4,3,0,Relatively New,0,Low,Mid Floor
0.71,sector 92,1596.0,3,3,2,0,Relatively New,0,Low,Mid Floor
0.21,sohna road,438.0,1,1,1,0,Relatively New,0,Low,Low Floor
2.5,sector 102,1653.0,3,3,3,0,Under Construction,0,High,High Floor
0.41,sector 95,670.0,2,2,2,0,New Property,2,Medium,High Floor
0.56,sector 92,1316.0,3,1,3,0,Moderately Old,2,Medium,Low Floor
0.35,sector 2,800.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.9,manesar,1900.0,3,3,3,1,Old Property,1,Low,Low Floor
1.35,sector 81,1989.0,3,3,3+,0,Old Property,0,Medium,Mid Floor
2.0,sector 113,1806.0,3,3,3,0,New Property,0,Medium,High Floor
0.6,sector 69,584.0,2,1,1,0,Relatively New,0,Low,High Floor
1.0,sector 108,2060.0,2,2,2,0,Relatively New,0,Low,Low Floor
0.87,sector 92,1584.0,4,4,2,1,Moderately Old,1,Medium,Low Floor
1.3,sector 70a,1426.0,2,2,3,0,Moderately Old,2,Low,High Floor
0.48,sector 95,744.0,2,2,2,0,Relatively New,0,Low,Mid Floor
0.94,sector 107,1236.0,2,2,3+,0,Moderately Old,2,Medium,Low Floor
0.75,sector 69,991.0,2,2,2,0,Under Construction,0,Low,Mid Floor
0.65,sector 71,590.0,2,2,1,0,Relatively New,2,Low,Mid Floor
1.7,sector 33,1697.0,3,3,3+,0,New Property,2,Low,Mid Floor
0.48,sector 7,889.0,3,2,1,0,New Property,0,Low,Low Floor
0.55,sector 23,995.0,2,2,1,0,Moderately Old,2,Low,Low Floor
0.7,sector 63a,693.0,1,1,0,0,Under Construction,0,Low,Mid Floor
1.55,sector 63a,1167.0,2,2,2,0,Under Construction,0,Low,Low Floor
0.3,sector 51,459.0,1,1,2,0,Old Property,0,Low,Low Floor
0.87,sector 83,1127.0,2,2,2,0,Moderately Old,0,Low,Mid Floor
1.0,sector 73,1444.0,2,2,2,0,New Property,0,Low,High Floor
1.3,sector 67a,1296.0,2,2,2,0,New Property,0,Medium,Low Floor
4.0,sector 76,3889.0,4,4,2,2,Under Construction,2,Medium,Mid Floor
1.85,sector 89,1946.0,3,3,3+,1,New Property,0,Low,High Floor
1.75,sector 70,1950.0,3,5,0,0,Relatively New,0,Low,Low Floor
4.8,sector 53,2895.0,3,4,3+,0,New Property,0,Medium,High Floor
1.3,sector 33,1409.0,3,2,3+,0,New Property,0,Low,High Floor
0.9,sector 37c,1435.0,3,3,3,0,Relatively New,0,Medium,Mid Floor
5.8,sector 43,2801.0,4,4,3+,0,Old Property,0,Low,High Floor
1.4,sector 70a,1262.0,2,2,2,0,Relatively New,0,Low,High Floor
0.95,sector 71,1200.0,2,2,0,0,Moderately Old,0,Low,Mid Floor
1.35,sector 33,1409.0,3,2,3+,0,New Property,0,Low,High Floor
0.95,sector 86,1878.0,3,2,1,0,New Property,0,Low,Mid Floor
0.7,sector 90,1224.0,2,2,3,2,New Property,0,Medium,Mid Floor
3.0,sector 108,2204.25,4,5,3+,1,Relatively New,1,Medium,Low Floor
0.2,sohna road,473.99,1,1,1,0,New Property,0,Medium,Mid Floor
0.5,sector 92,905.0,2,2,3,0,Moderately Old,0,Low,Low Floor
2.0,sector 113,1507.0,3,3,2,0,Under Construction,0,Low,High Floor
1.7,sector 89,1944.0,3,3,3+,1,Under Construction,0,Medium,Mid Floor
0.65,sector 36a,657.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
7.52,sector 63,3956.0,4,4,3,0,New Property,0,Medium,High Floor
2.87,sector 113,2553.0,4,4,3+,1,Under Construction,0,Medium,Mid Floor
1.2,sector 33,835.0,2,2,3,0,New Property,0,Medium,Low Floor
0.6,sector 69,667.0,2,1,1,0,Relatively New,0,Low,High Floor
1.8,sector 70,2167.0,3,5,3,0,New Property,0,Medium,Low Floor
0.48,sector 81,547.0,2,2,1,0,Relatively New,2,Low,High Floor
4.3,sector 28,3133.0,3,4,3,2,Old Property,0,Low,Mid Floor
0.9,sector 89,998.0,2,2,2,2,New Property,0,Medium,Mid Floor
2.75,sector 70a,2150.0,3,3,3+,0,Relatively New,0,Low,High Floor
1.2,sector 70a,1450.0,3,3,3+,0,Relatively New,1,Low,Low Floor
0.46,sector 106,778.0,1,1,1,0,New Property,0,Medium,High Floor
1.1,sector 37d,1439.0,3,3,2,0,Under Construction,0,Low,Low Floor
1.15,sector 68,1127.0,2,2,3,0,New Property,0,Low,Mid Floor
0.45,sector 52,513.0,1,1,0,1,Moderately Old,2,Low,Low Floor
0.45,sohna road,590.0,2,2,1,0,New Property,0,Low,Mid Floor
0.4,sector 93,730.0,2,2,0,0,Relatively New,0,Low,Low Floor
0.4,sohna road,900.0,2,2,2,0,Relatively New,0,Low,Low Floor
2.25,sector 65,1592.0,2,2,3,0,Under Construction,0,Low,Mid Floor
3.4,sector 63,3077.0,3,3,3+,0,New Property,0,Medium,Low Floor
1.45,sector 82,1800.0,4,3,0,0,Relatively New,0,Medium,Low Floor
1.2,sector 69,1100.0,2,3,0,0,Relatively New,0,Medium,Low Floor
1.9,sector 65,1141.0,2,2,3,0,Under Construction,0,Medium,Mid Floor
1.65,sector 88a,1652.0,3,3,3,0,New Property,0,Medium,High Floor
2.7,sector 74,1826.0,3,3,3,1,New Property,0,Medium,High Floor
0.54,sohna road,676.0,2,2,3,0,New Property,0,Low,Mid Floor
0.22,sohna road,778.0,1,1,1,0,New Property,0,Medium,Low Floor
0.29,sohna road,534.0,2,2,2,0,Relatively New,0,Medium,Mid Floor
0.2,sector 104,301.0,1,1,1,0,Relatively New,0,Medium,Mid Floor
1.57,sector 103,1845.0,3,3,3,0,Relatively New,0,Low,Low Floor
0.8,sector 37d,860.0,2,2,2,0,Under Construction,0,Low,Low Floor
1.35,sector 37d,1600.0,3,3,3+,1,Under Construction,0,Medium,Mid Floor
2.0,sector 69,2186.0,4,4,1,0,Relatively New,0,Medium,High Floor
0.87,sohna road,1210.0,3,2,3,0,Relatively New,0,Medium,Mid Floor
0.78,sohna road,1144.0,2,2,2,0,Relatively New,2,Medium,Mid Floor
0.95,sector 71,1084.0,2,2,2,0,Moderately Old,2,Medium,Mid Floor
1.1,sector 92,2350.0,3,2,3,0,Relatively New,0,Low,Low Floor
3.3,sector 63a,1640.0,3,3,3,1,Under Construction,0,Medium,Mid Floor
2.96,sector 33,2371.0,4,4,3,1,New Property,2,Low,Low Floor
0.79,sector 92,1175.0,3,2,2,0,New Property,0,Low,High Floor
0.79,sector 92,1175.0,3,2,2,0,New Property,0,Low,High Floor
1.7,sector 33,1500.0,3,3,3+,1,New Property,0,Low,Mid Floor
1.4,sector 88a,1674.0,3,3,3+,0,Relatively New,2,Low,Mid Floor
0.58,sector 92,1281.0,3,3,3,0,New Property,0,Medium,Mid Floor
2.55,sector 79,2675.0,4,5,2,1,New Property,0,Low,Mid Floor
1.9,sector 104,1365.0,3,3,3,1,Under Construction,2,Medium,High Floor
1.25,sector 68,938.0,2,2,3,0,New Property,2,Low,Mid Floor
1.65,sector 103,1683.0,3,3,3+,1,Relatively New,2,Low,High Floor
0.75,sector 92,1415.0,3,3,3,1,Relatively New,2,Low,Low Floor
1.6,manesar,2611.0,4,6,3+,3,Relatively New,0,Low,Mid Floor
1.15,sector 107,1281.0,2,2,3,1,Relatively New,0,Low,Low Floor
1.4,sector 104,1120.0,3,2,2,0,Under Construction,0,Low,Mid Floor
1.28,sector 81,1982.0,3,3,3,2,Moderately Old,2,Low,Low Floor
0.75,sohna road,1201.0,3,2,3+,0,New Property,0,Medium,Mid Floor
1.0,gwal pahari,833.0,2,2,2,0,New Property,2,Low,Mid Floor
0.4,sector 95,661.0,2,2,3,0,Under Construction,0,Low,Low Floor
1.75,sector 70,1950.0,3,4,2,2,Relatively New,0,Low,High Floor
2.1,sector 65,1015.0,2,2,3,0,New Property,0,Low,Mid Floor
2.5,sector 61,1549.0,3,3,1,0,Under Construction,0,Medium,Low Floor
2.3,sector 10a,3951.0,6,4,2,0,Moderately Old,0,Low,Mid Floor
1.8,sector 83,1900.0,3,4,0,0,Relatively New,0,Medium,Mid Floor
2.0,sector 61,1721.0,3,3,2,1,New Property,0,Medium,Mid Floor
1.0,sector 79,1700.0,2,2,3,1,Relatively New,0,Low,Mid Floor
0.9,sector 85,1436.0,3,3,3,0,Relatively New,0,Low,Mid Floor
8.0,sector 25,5778.0,5,5,3+,4,Old Property,1,Low,Low Floor
0.95,sector 70a,930.0,2,2,1,0,New Property,0,Low,High Floor
1.3,sector 21,2400.0,5,5,2,3,Old Property,2,Low,Low Floor
0.4,near pataudi chowk,667.0,2,2,1,0,Relatively New,0,Low,Low Floor
1.45,sector 79,1578.0,2,2,3,0,Under Construction,0,Medium,High Floor
6.75,sector 50,3395.0,4,4,0,0,Moderately Old,0,Low,Mid Floor
1.25,sector 37d,2283.0,3,3,3,0,Under Construction,0,Low,Mid Floor
4.49,sector 63,3150.0,4,4,3+,0,New Property,2,Medium,Mid Floor
6.0,sector 43,2667.0,4,4,2,1,Under Construction,2,Low,Low Floor
1.53,gwal pahari,1589.0,3,3,3,0,New Property,2,Medium,Low Floor
0.7,sector 92,1325.0,3,2,2,0,Relatively New,0,Medium,Mid Floor
0.39,sector 84,549.0,2,2,0,0,Relatively New,0,Low,Mid Floor
0.56,sohna road,913.0,2,2,3,0,New Property,0,Medium,Mid Floor
